sentence,relation_type
"[Stimulation_bf cerulein--an_bf analog_bf octapeptide_bf cholecystokinin--of_bf OTHER_DRUG binding_be long-term_be administration_be neuroleptics]_be It_be established_be experiments_be white_be male_be rats_be prolonged_be administration_be (twice_be day_be 14_be days)_be haloperidol_be (0_be ._be 25_be mg/kg)_be DRUG (0_af ._af 25_af mg/kg)_af resulted_af reduced_af interaction_af OTHER_DRUG low_af affinity_af binding_af sites_af apomorphine_af subcortical_af structures_af ,_af whereas_af OTHER_DRUG binding_af high_af affinity_af binding_af sites_af apomorphine_af increased_af frontal_af cortex_af subcortical_af structures_af forebrain_af ._af",advise
"[Stimulation_bf cerulein--an_bf analog_bf octapeptide_bf cholecystokinin--of_bf OTHER_DRUG binding_be long-term_be administration_be neuroleptics]_be It_be established_be experiments_be white_be male_be rats_be prolonged_be administration_be (twice_be day_be 14_be days)_be haloperidol_be (0_be ._be 25_be mg/kg)_be DRUG (0_af ._af 25_af mg/kg)_af resulted_af reduced_af interaction_af OTHER_DRUG low_af affinity_af binding_af sites_af apomorphine_af subcortical_af structures_af ,_af whereas_af OTHER_DRUG binding_af high_af affinity_af binding_af sites_af apomorphine_af increased_af frontal_af cortex_af subcortical_af structures_af forebrain_af ._af",advise
"[Stimulation_bf cerulein--an_bf analog_bf octapeptide_bf cholecystokinin--of_bf OTHER_DRUG binding_be long-term_be administration_be neuroleptics]_be It_be established_be experiments_be white_be male_be rats_be prolonged_be administration_be (twice_be day_be 14_be days)_be haloperidol_be (0_be ._be 25_be mg/kg)_be pyreneperone_be (0_be ._be 25_be mg/kg)_be resulted_be reduced_be interaction_be OTHER_DRUG low_af affinity_af binding_af sites_af DRUG subcortical_af structures_af ,_af whereas_af OTHER_DRUG binding_af high_af affinity_af binding_af sites_af DRUG increased_af frontal_af cortex_af subcortical_af structures_af forebrain_af ._af",advise
[The_bf effect_bf cimetidine_bf renal_bf excretion_bf DRUG iodamide_be dogs]_be The_be intravenous_be injection_be cimetidine_be dose_be 20_be mg/kg_be enhanced_be OTHER_DRUG iodamide_af excretion_af chronic_af canine_af experiments_af ._af,advise
[The_bf effect_bf cimetidine_bf renal_bf excretion_bf DRUG OTHER_DRUG dogs]_af The_af intravenous_af injection_af cimetidine_af dose_af 20_af mg/kg_af enhanced_af verografine_af OTHER_DRUG excretion_af chronic_af canine_af experiments_af ._af,advise
[The_bf effect_bf cimetidine_bf renal_bf excretion_bf DRUG OTHER_DRUG dogs]_af The_af intravenous_af injection_af cimetidine_af dose_af 20_af mg/kg_af enhanced_af verografine_af OTHER_DRUG excretion_af chronic_af canine_af experiments_af ._af,advise
[The_bf effect_bf cimetidine_bf renal_bf excretion_bf verografin_bf DRUG dogs]_be The_be intravenous_be injection_be cimetidine_be dose_be 20_be mg/kg_be enhanced_be OTHER_DRUG DRUG excretion_af chronic_af canine_af experiments_af ._af,advise
[The_bf effect_bf cimetidine_bf renal_bf excretion_bf verografin_bf DRUG dogs]_be The_be intravenous_be injection_be cimetidine_be dose_be 20_be mg/kg_be enhanced_be verografine_be DRUG excretion_af chronic_af canine_af experiments_af ._af,advise
[The_bf effect_bf cimetidine_bf renal_bf excretion_bf verografin_bf OTHER_DRUG dogs]_be The_be intravenous_be injection_be cimetidine_be dose_be 20_be mg/kg_be enhanced_be DRUG OTHER_DRUG excretion_af chronic_af canine_af experiments_af ._af,advise
[The_bf effect_bf DRUG activity_be mixed-function_be mono-oxidases_be liver_be microsomes]_be The_be effects_be immunodepressant--the_be drug_be sandimmune--on_be hepatic_be microsomal_be monooxygenase_be activities_be studied_be ._be,advise
[The_bf effect_bf DRUG activity_be mixed-function_be mono-oxidases_be liver_be microsomes]_be The_be effects_be immunodepressant--the_be drug_be sandimmune--on_be hepatic_be microsomal_be monooxygenase_be activities_be studied_be ._be,advise
[The_bf effect_bf DRUG renal_be excretion_be OTHER_DRUG iodamide_af dogs]_af The_af intravenous_af injection_af DRUG dose_af 20_af mg/kg_af enhanced_af verografine_af iodamide_af excretion_af chronic_af canine_af experiments_af ._af,advise
[The_bf effect_bf DRUG renal_be excretion_be verografin_be iodamide_be dogs]_be The_be intravenous_be injection_be DRUG dose_af 20_af mg/kg_af enhanced_af OTHER_DRUG iodamide_af excretion_af chronic_af canine_af experiments_af ._af,advise
[The_bf effect_bf DRUG renal_be excretion_be verografin_be iodamide_be dogs]_be The_be intravenous_be injection_be DRUG dose_af 20_af mg/kg_af enhanced_af OTHER_DRUG iodamide_af excretion_af chronic_af canine_af experiments_af ._af,advise
[The_bf effect_bf DRUG renal_be excretion_be verografin_be iodamide_be dogs]_be The_be intravenous_be injection_be DRUG dose_af 20_af mg/kg_af enhanced_af verografine_af iodamide_af excretion_af chronic_af canine_af experiments_af ._af,advise
[The_bf effect_bf DRUG renal_be excretion_be verografin_be OTHER_DRUG dogs]_af The_af intravenous_af injection_af DRUG dose_af 20_af mg/kg_af enhanced_af verografine_af OTHER_DRUG excretion_af chronic_af canine_af experiments_af ._af,advise
[The_bf effect_bf DRUG renal_be excretion_be verografin_be OTHER_DRUG dogs]_af The_af intravenous_af injection_af DRUG dose_af 20_af mg/kg_af enhanced_af verografine_af OTHER_DRUG excretion_af chronic_af canine_af experiments_af ._af,advise
[The_bf effect_bf DRUG renal_be excretion_be verografin_be OTHER_DRUG dogs]_af The_af intravenous_af injection_af DRUG dose_af 20_af mg/kg_af enhanced_af verografine_af OTHER_DRUG excretion_af chronic_af canine_af experiments_af ._af,advise
[The_bf effect_bf OTHER_DRUG activity_be mixed-function_be mono-oxidases_be liver_be microsomes]_be The_be effects_be immunodepressant--the_be drug_be sandimmune--on_be hepatic_be microsomal_be monooxygenase_be activities_be studied_be ._be,advise
[The_bf effect_bf OTHER_DRUG renal_be excretion_be DRUG iodamide_af dogs]_af The_af intravenous_af injection_af OTHER_DRUG dose_af 20_af mg/kg_af enhanced_af verografine_af iodamide_af excretion_af chronic_af canine_af experiments_af ._af,advise
[The_bf effect_bf OTHER_DRUG renal_be excretion_be verografin_be DRUG dogs]_af The_af intravenous_af injection_af OTHER_DRUG dose_af 20_af mg/kg_af enhanced_af verografine_af DRUG excretion_af chronic_af canine_af experiments_af ._af,advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf DRUG (1_be mg/kg)_be removes_be antiedematous_be action_be diazepam_be ,_be OTHER_DRUG ,_af phenibut_af amizyl_af reduces_af action_af phentolamine_af ._af",advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf DRUG (1_be mg/kg)_be removes_be antiedematous_be action_be diazepam_be ,_be phenazepam_be ,_be OTHER_DRUG amizyl_af reduces_af action_af phentolamine_af ._af",advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf DRUG (1_be mg/kg)_be removes_be antiedematous_be action_be diazepam_be ,_be phenazepam_be ,_be phenibut_be amizyl_be reduces_be action_be OTHER_DRUG ._af",advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf DRUG (1_be mg/kg)_be removes_be antiedematous_be action_be diazepam_be ,_be phenazepam_be ,_be phenibut_be OTHER_DRUG reduces_af action_af phentolamine_af ._af",advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf DRUG (1_be mg/kg)_be removes_be antiedematous_be action_be OTHER_DRUG ,_af phenazepam_af ,_af phenibut_af amizyl_af reduces_af action_af phentolamine_af ._af",advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf picrotoxin_bf (1_bf mg/kg)_bf removes_bf antiedematous_bf action_bf diazepam_bf ,_bf DRUG ,_be OTHER_DRUG amizyl_af reduces_af action_af phentolamine_af ._af",advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf picrotoxin_bf (1_bf mg/kg)_bf removes_bf antiedematous_bf action_bf diazepam_bf ,_bf DRUG ,_be phenibut_be amizyl_be reduces_be action_be OTHER_DRUG ._af",advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf picrotoxin_bf (1_bf mg/kg)_bf removes_bf antiedematous_bf action_bf diazepam_bf ,_bf DRUG ,_be phenibut_be OTHER_DRUG reduces_af action_af phentolamine_af ._af",advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf picrotoxin_bf (1_bf mg/kg)_bf removes_bf antiedematous_bf action_bf diazepam_bf ,_bf phenazepam_bf ,_bf DRUG amizyl_be reduces_be action_be OTHER_DRUG ._af",advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf picrotoxin_bf (1_bf mg/kg)_bf removes_bf antiedematous_bf action_bf diazepam_bf ,_bf phenazepam_bf ,_bf DRUG OTHER_DRUG reduces_af action_af phentolamine_af ._af",advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf picrotoxin_bf (1_bf mg/kg)_bf removes_bf antiedematous_bf action_bf diazepam_bf ,_bf phenazepam_bf ,_bf phenibut_bf DRUG reduces_be action_be OTHER_DRUG ._af",advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf picrotoxin_bf (1_bf mg/kg)_bf removes_bf antiedematous_bf action_bf DRUG ,_be OTHER_DRUG ,_af phenibut_af amizyl_af reduces_af action_af phentolamine_af ._af",advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf picrotoxin_bf (1_bf mg/kg)_bf removes_bf antiedematous_bf action_bf DRUG ,_be phenazepam_be ,_be OTHER_DRUG amizyl_af reduces_af action_af phentolamine_af ._af",advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf picrotoxin_bf (1_bf mg/kg)_bf removes_bf antiedematous_bf action_bf DRUG ,_be phenazepam_be ,_be phenibut_be amizyl_be reduces_be action_be OTHER_DRUG ._af",advise
"[The_bf GABA-ergic_bf system_bf brain_bf edema]_bf It_bf shown_bf rats_bf experimental_bf toxic_bf traumatic_bf edemas_bf picrotoxin_bf (1_bf mg/kg)_bf removes_bf antiedematous_bf action_bf DRUG ,_be phenazepam_be ,_be phenibut_be OTHER_DRUG reduces_af action_af phentolamine_af ._af",advise
"-_bf Acetohydroxamic_bf acid_bf (e_bf ._bf g_bf ._bf ,_bf Lithostat)_bf",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf DRUG [e_be ._be g_be ._be ,_be Anavar]_be ,_be OTHER_DRUG [e_af ._af g_af ._af ,_af Anadrol]_af ,_af stanozolol_af [e_af ._af g_af ._af ,_af Winstrol])_af",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf DRUG [e_be ._be g_be ._be ,_be Anavar]_be ,_be oxymetholone_be [e_be ._be g_be ._be ,_be Anadrol]_be ,_be OTHER_DRUG [e_af ._af g_af ._af ,_af Winstrol])_af",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf DRUG [e_be ._be g_be ._be ,_be Anavar]_be ,_be oxymetholone_be [e_be ._be g_be ._be ,_be Anadrol]_be ,_be stanozolol_be [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf DRUG [e_be ._be g_be ._be ,_be Anavar]_be ,_be oxymetholone_be [e_be ._be g_be ._be ,_be Anadrol]_be ,_be stanozolol_be [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf DRUG [e_be ._be g_be ._be ,_be Anavar]_be ,_be oxymetholone_be [e_be ._be g_be ._be ,_be Anadrol]_be ,_be stanozolol_be [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf OTHER_DRUG [e_be ._be g_be ._be ,_be Anavar]_be ,_be oxymetholone_be [e_be ._be g_be ._be ,_be Anadrol]_be ,_be stanozolol_be [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf OTHER_DRUG [e_be ._be g_be ._be ,_be Anavar]_be ,_be oxymetholone_be [e_be ._be g_be ._be ,_be Anadrol]_be ,_be stanozolol_be [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf OTHER_DRUG [e_be ._be g_be ._be ,_be Anavar]_be ,_be oxymetholone_be [e_be ._be g_be ._be ,_be Anadrol]_be ,_be stanozolol_be [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf DRUG [e_be ._be g_be ._be ,_be Anadrol]_be ,_be OTHER_DRUG [e_af ._af g_af ._af ,_af Winstrol])_af",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf DRUG [e_be ._be g_be ._be ,_be Anadrol]_be ,_be stanozolol_be [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf DRUG [e_be ._be g_be ._be ,_be Anadrol]_be ,_be stanozolol_be [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf OTHER_DRUG [e_be ._be g_be ._be ,_be Anadrol]_be ,_be stanozolol_be [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf OTHER_DRUG [e_be ._be g_be ._be ,_be Anadrol]_be ,_be stanozolol_be [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf OTHER_DRUG [e_be ._be g_be ._be ,_be Anadrol]_be ,_be stanozolol_be [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf OTHER_DRUG [e_be ._be g_be ._be ,_be Anadrol]_be ,_be stanozolol_be [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf oxymetholone_bf [e_bf ._bf g_bf ._bf ,_bf Anadrol]_bf ,_bf DRUG [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf oxymetholone_bf [e_bf ._bf g_bf ._bf ,_bf Anadrol]_bf ,_bf OTHER_DRUG [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf oxymetholone_bf [e_bf ._bf g_bf ._bf ,_bf Anadrol]_bf ,_bf OTHER_DRUG [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf oxymetholone_bf [e_bf ._bf g_bf ._bf ,_bf Anadrol]_bf ,_bf OTHER_DRUG [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf oxymetholone_bf [e_bf ._bf g_bf ._bf ,_bf Anadrol]_bf ,_bf OTHER_DRUG [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf oxymetholone_bf [e_bf ._bf g_bf ._bf ,_bf Anadrol]_bf ,_bf OTHER_DRUG [e_be ._be g_be ._be ,_be Winstrol])_be",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf oxymetholone_bf [e_bf ._bf g_bf ._bf ,_bf Anadrol]_bf ,_bf stanozolol_bf [e_bf ._bf g_bf ._bf ,_bf Winstrol])_",advise
"-_bf Anabolic_bf steroids_bf (nandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anabolin]_bf ,_bf oxandrolone_bf [e_bf ._bf g_bf ._bf ,_bf Anavar]_bf ,_bf oxymetholone_bf [e_bf ._bf g_bf ._bf ,_bf Anadrol]_bf ,_bf stanozolol_bf [e_bf ._bf g_bf ._bf ,_bf Winstrol])_",advise
